# (YYYYMMDD.frac) (YYYY-MM-DDThh:mm:ss) () () () (um) (deg)  () ()  () () (pW)  (pW)  (pW)  (pW)  (pW)  (Jy/asec^2/pW)  (Jy/asec^2/pW)  (Jy/bm/pW)  (Jy/bm/pW)  (Jy/pW)  (Jy/pW)  (")  ()
# UT   HST  Obs  Source  Mode  Filter  El  Airmass  Trans  Tau225  Tau  Flux_ap  Err_ap  Noise  Peak_obs  Peak_fit  FCFasec  FCFasec_err  FCFbeam  FCFbeam_err  FCFmatch  FCFmatch_err  FWHMmain  Error_beam
20120917.3493287  2012-09-16T22:23:03    22  URANUS  daisy        850  47  1.36  0.677  0.067  0.288  25.5526  0.0331  0.00004  0.11194  0.11426  2.7245  0.0035  593.1214  6.6282  629.9124  11.7166  13.40  0.947
20120917.4365046  2012-09-17T00:28:35    32  URANUS  daisy        850  70  1.06  0.722  0.071  0.308  27.8110  0.0283  0.00005  0.12201  0.12726  2.5033  0.0025  532.5460  5.3979  562.4841  11.9759  13.22  0.946
20120917.5268171  2012-09-17T02:38:38    42  URANUS  daisy        850  60  1.15  0.678  0.077  0.337  26.6387  0.0305  0.00005  0.11446  0.11871  2.6135  0.0030  570.9346  6.2296  601.2295  11.7953  13.30  0.947
20120917.6130324  2012-09-17T04:42:47    52  URANUS  daisy        850  32  1.85  0.603  0.064  0.274  26.7331  0.0289  0.00006  0.11031  0.11628  2.6044  0.0028  582.8846  5.8299  598.1671  12.9400  13.52  0.948
20120918.3370718  2012-09-17T22:05:24    23  URANUS  daisy        850  44  1.43  0.494  0.112  0.494  26.6543  0.0322  0.00006  0.11115  0.11651  2.6127  0.0032  581.8484  5.9828  593.0477  12.4200  13.55  0.948
20120918.5535069  2012-09-18T03:17:04    49  URANUS  daisy        850  51  1.28  0.537  0.110  0.485  28.7372  0.0320  0.00006  0.12405  0.12731  2.4235  0.0027  532.5140  5.1413  547.6970  11.2991  13.39  0.946
20120919.3284954  2012-09-18T21:53:03    22  URANUS  daisy        850  42  1.48  0.456  0.120  0.532  28.7496  0.0302  0.00007  0.12156  0.12637  2.4230  0.0025  536.5749  5.1766  548.8341  11.7403  13.49  0.948
20120919.4975463  2012-09-19T01:56:29    43  URANUS  daisy        850  66  1.09  0.507  0.139  0.621  28.7922  0.0345  0.00006  0.12186  0.12943  2.4195  0.0029  523.9132  5.7771  560.6586  10.8407  13.33  0.947
20120920.4343634  2012-09-20T00:25:30    50  URANUS  daisy        850  71  1.06  0.680  0.084  0.366  28.1830  0.0314  0.00004  0.12330  0.12825  2.4724  0.0028  528.8956  5.9323  567.7265  11.0880  13.18  0.947
20120921.4556250  2012-09-21T00:56:07    39  URANUS  daisy        850  71  1.05  0.692  0.080  0.350  27.5420  0.0355  0.00004  0.11596  0.12317  2.5305  0.0033  550.7971  6.6748  589.6166  10.9103  13.27  0.948
20120921.5683912  2012-09-21T03:38:30    59  URANUS  daisy        850  43  1.45  0.589  0.084  0.366  27.6965  0.0312  0.00005  0.11646  0.12039  2.5164  0.0028  563.5327  6.8346  606.7261  11.4906  13.54  0.949
20120922.4739005  2012-09-22T01:22:26    36  URANUS  daisy        850  69  1.07  0.627  0.099  0.437  27.5812  0.0321  0.00005  0.11923  0.12368  2.5274  0.0029  548.6445  6.5552  592.0794  11.1987  13.25  0.947
20120923.3946412  2012-09-22T23:28:18    31  URANUS  daisy        850  65  1.10  0.679  0.081  0.353  27.8966  0.0322  0.00004  0.11913  0.12466  2.4992  0.0029  544.4016  6.5399  576.8212  10.2084  13.33  0.947
20120923.5434606  2012-09-23T03:02:36    50  URANUS  daisy        850  49  1.31  0.632  0.081  0.351  27.5656  0.0300  0.00005  0.11723  0.12123  2.5293  0.0028  559.8222  6.8239  596.7239  10.5658  13.39  0.948
20120924.3662269  2012-09-23T22:47:23    43  URANUS  daisy        850  58  1.17  0.584  0.104  0.460  26.8736  0.0348  0.00006  0.11499  0.11995  2.5947  0.0034  565.8674  6.3210  605.9290  10.3405  13.41  0.947
20120924.4292708  2012-09-24T00:18:10    55  URANUS  daisy        850  71  1.05  0.586  0.115  0.507  26.2273  0.0357  0.00005  0.11782  0.12207  2.6586  0.0036  556.0223  6.4820  622.8407  11.9609  13.11  0.945
20120924.5959028  2012-09-24T04:18:07    75  URANUS  daisy        850  31  1.90  0.441  0.098  0.432  27.3165  0.0313  0.00007  0.11254  0.11612  2.5527  0.0029  584.5403  6.8132  616.0524  13.0987  13.65  0.949
20120925.3712037  2012-09-24T22:54:33    69  URANUS  daisy        850  60  1.14  0.584  0.107  0.471  27.7926  0.0314  0.00005  0.11753  0.12325  2.5091  0.0028  550.7484  6.2003  588.3759  11.4341  13.32  0.947
20120925.5902431  2012-09-25T04:09:58    98  URANUS  daisy        850  32  1.85  0.434  0.103  0.452  27.6732  0.0306  0.00007  0.11726  0.11885  2.5200  0.0028  571.1471  5.6833  584.7873  12.6274  13.63  0.948
20120926.3544213  2012-09-25T22:30:23    41  URANUS  daisy        850  56  1.19  0.669  0.078  0.337  28.4595  0.0316  0.00004  0.12689  0.12886  2.4505  0.0027  526.7950  5.2460  556.5638  10.4322  13.25  0.945
20120926.4730208  2012-09-26T01:21:10    55  URANUS  daisy        850  67  1.08  0.693  0.078  0.338  28.5653  0.0307  0.00004  0.12875  0.13289  2.4414  0.0026  510.8587  5.2077  551.2182  10.5059  13.10  0.945
20120927.3284259  2012-09-26T21:52:57    30  URANUS  daisy        850  49  1.31  0.684  0.067  0.290  28.0143  0.0304  0.00004  0.12236  0.12758  2.4895  0.0027  532.1181  5.2869  559.5980  10.9808  13.26  0.946
20120927.4985185  2012-09-27T01:57:53    53  URANUS  daisy        850  60  1.15  0.706  0.070  0.302  28.1491  0.0319  0.00004  0.12534  0.12803  2.4776  0.0028  530.2578  5.3130  557.3696  10.6075  13.23  0.945
20120927.5935069  2012-09-27T04:14:40    67  URANUS  daisy        850  29  2.01  0.593  0.061  0.260  27.3877  0.0312  0.00005  0.11497  0.12011  2.5465  0.0029  565.2122  5.6258  588.8134  11.1064  13.57  0.949
20120928.3466088  2012-09-27T22:19:08    25  URANUS  daisy        850  56  1.20  0.661  0.079  0.344  27.4396  0.0308  0.00005  0.12334  0.12405  2.5417  0.0029  547.2548  6.1814  589.3111  10.5986  13.24  0.946
20120928.3595255  2012-09-27T22:37:44    28  URANUS  daisy        850  60  1.15  0.679  0.077  0.336  27.5568  0.0280  0.00004  0.11625  0.12217  2.5309  0.0026  555.7075  6.5745  599.7117  10.3007  13.34  0.948
20120928.4160648  2012-09-27T23:59:09    50  URANUS  daisy        850  71  1.05  0.697  0.079  0.342  27.1886  0.0333  0.00004  0.11911  0.12338  2.5651  0.0031  550.2222  5.8935  586.8745  11.0638  13.20  0.946
20120928.5091667  2012-09-28T02:13:13    62  URANUS  daisy        850  56  1.21  0.661  0.079  0.344  27.0247  0.0324  0.00005  0.11642  0.12359  2.5807  0.0031  549.2793  6.3811  594.2111  11.3961  13.25  0.947
20120928.6010995  2012-09-28T04:25:36    76  URANUS  daisy        850  26  2.26  0.469  0.077  0.335  27.6492  0.0336  0.00007  0.11416  0.11951  2.5224  0.0031  568.0604  5.6934  583.9058  12.2780  13.68  0.949
20120929.3641782  2012-09-28T22:44:26    31  URANUS  daisy        850  62  1.13  0.576  0.110  0.487  26.9851  0.0346  0.00006  0.11334  0.12116  2.5844  0.0033  560.2868  5.9191  588.8251  11.4794  13.35  0.948
20120929.4467361  2012-09-29T00:43:19    53  URANUS  daisy        850  70  1.06  0.562  0.122  0.543  27.8533  0.0321  0.00006  0.12401  0.12603  2.5038  0.0029  538.6473  5.3231  567.3404  11.5499  13.28  0.945
20120929.5445139  2012-09-29T03:04:07    64  URANUS  daisy        850  44  1.44  0.436  0.130  0.577  27.8575  0.0309  0.00007  0.11825  0.12185  2.5035  0.0028  557.1284  5.4153  575.2592  12.3992  13.50  0.948
20120930.2928125  2012-09-29T21:01:40    22  URANUS  daisy        850  41  1.52  0.368  0.147  0.658  26.5007  0.0325  0.00009  0.10745  0.10998  2.6315  0.0032  617.2485  6.2735  632.3696  13.7627  13.94  0.950
20120930.4141088  2012-09-29T23:56:20    35  URANUS  daisy        850  71  1.05  0.438  0.175  0.784  27.0131  0.0345  0.00008  0.11616  0.12181  2.5816  0.0033  557.2693  6.0114  598.7916  12.6408  13.32  0.947
20121001.4192245  2012-10-01T00:03:42    39  URANUS  daisy        850  72  1.05  0.380  0.205  0.921  27.5025  0.0330  0.00009  0.12010  0.12283  2.5354  0.0030  552.5954  5.2513  568.9810  13.3409  13.37  0.946
20121001.5276505  2012-10-01T02:39:50    54  URANUS  daisy        850  47  1.35  0.307  0.194  0.874  27.6001  0.0347  0.00011  0.11617  0.12063  2.5264  0.0032  562.6626  4.8183  563.0959  13.2466  13.55  0.948
20121002.3414699  2012-10-01T22:11:44    26  URANUS  daisy        850  58  1.18  0.224  0.280  1.269  25.4922  0.0425  0.00017  0.10950  0.11062  2.7350  0.0046  613.5059  5.4477  609.0058  15.6019  13.57  0.947
20121002.4562037  2012-10-02T00:56:57    40  URANUS  daisy        850  67  1.08  0.286  0.255  1.155  26.5129  0.0378  0.00013  0.11433  0.11883  2.6297  0.0038  571.1265  4.9859  577.3769  13.8946  13.40  0.947
20121002.5933796  2012-10-02T04:14:29    56  URANUS  daisy        850  25  2.36  0.100  0.216  0.974  26.9682  0.0765  0.00036  0.09526  0.10259  2.5852  0.0073  661.5505  8.3901  675.0821  17.1954  14.47  0.956
20121003.3823843  2012-10-02T23:10:39    24  URANUS  daisy        850  68  1.07  0.235  0.298  1.351  25.0585  0.0399  0.00015  0.10026  0.10653  2.7819  0.0044  636.9701  6.2528  634.0455  15.6071  13.71  0.950
20121004.2904051  2012-10-03T20:58:12    23  URANUS  daisy        850  43  1.44  0.125  0.318  1.443  26.2958  0.0577  0.00027  0.10896  0.11138  2.6506  0.0058  609.1670  5.4962  607.5227  16.6032  13.78  0.949
20121004.3634375  2012-10-03T22:43:22    34  URANUS  daisy        850  65  1.10  0.206  0.317  1.437  27.3165  0.0420  0.00016  0.11511  0.11969  2.5515  0.0039  566.8647  4.7386  565.5192  14.4425  13.54  0.948
20121005.2823264  2012-10-04T20:46:34    15  URANUS  daisy        850  42  1.49  0.178  0.256  1.159  27.3985  0.0472  0.00020  0.11348  0.11539  2.5434  0.0044  587.8645  5.4020  579.5258  14.8204  13.77  0.949
20121005.4041204  2012-10-04T23:41:57    29  URANUS  daisy        850  71  1.05  0.262  0.281  1.273  26.5935  0.0406  0.00013  0.11211  0.11591  2.6203  0.0040  585.2072  5.4665  593.3463  13.8661  13.62  0.949
20121006.5223148  2012-10-06T02:32:09    43  URANUS  daisy        850  44  1.42  0.344  0.168  0.753  25.8019  0.0348  0.00009  0.09863  0.10496  2.6999  0.0036  646.0742  7.6024  664.8900  12.9631  14.10  0.953
20121007.3148727  2012-10-06T21:33:26    10  URANUS  daisy        850  54  1.23  0.292  0.222  1.000  27.1058  0.0352  0.00012  0.11683  0.11844  2.5695  0.0033  572.4193  5.4194  577.4131  14.1634  13.50  0.947
20121008.3274769  2012-10-07T21:51:35    11  URANUS  daisy        850  58  1.17  0.408  0.171  0.767  26.1057  0.0341  0.00008  0.11133  0.11248  2.6670  0.0035  602.5784  6.3272  621.0578  12.9688  13.61  0.947
20121008.5017824  2012-10-08T02:02:35    29  URANUS  daisy        850  49  1.31  0.360  0.173  0.777  26.9594  0.0333  0.00009  0.11196  0.11615  2.5824  0.0032  583.4810  6.0465  598.9115  13.7766  13.54  0.949
20121009.2901273  2012-10-08T20:57:48     9  URANUS  daisy        850  48  1.34  0.354  0.173  0.776  26.2675  0.0340  0.00009  0.11018  0.11285  2.6497  0.0034  600.3824  5.9448  608.9510  13.3601  13.61  0.948
20121010.2420602  2012-10-09T19:48:35    19  URANUS  daisy        850  33  1.81  0.373  0.123  0.546  25.8389  0.0321  0.00008  0.10030  0.10421  2.6927  0.0033  649.9798  8.0256  670.2261  14.3545  14.06  0.952
20121010.3116435  2012-10-09T21:28:47    29  URANUS  daisy        850  55  1.21  0.495  0.131  0.582  27.1438  0.0291  0.00006  0.11749  0.11967  2.5632  0.0027  565.9603  5.7689  583.4626  12.5313  13.40  0.947
20121011.2303588  2012-10-10T19:31:44    20  URANUS  daisy        850  30  1.96  0.377  0.112  0.497  26.8606  0.0311  0.00008  0.10212  0.10775  2.5893  0.0030  628.3856  7.5278  638.1773  13.3130  14.12  0.953
20121012.3365509  2012-10-11T22:04:39    30  URANUS  daisy        850  64  1.11  0.647  0.090  0.393  26.9455  0.0330  0.00005  0.12128  0.12407  2.5799  0.0032  545.4405  5.9501  597.3119  10.8049  13.20  0.945
20121012.4181250  2012-10-12T00:02:07    40  URANUS  daisy        850  68  1.07  0.653  0.091  0.398  25.5390  0.0377  0.00005  0.10900  0.11623  2.7219  0.0040  582.2331  7.3660  660.6637  10.5453  13.26  0.947
20121012.5495949  2012-10-12T03:11:26    56  URANUS  daisy        850  30  1.99  0.442  0.094  0.411  24.4000  0.0413  0.00007  0.09125  0.09669  2.8488  0.0048  699.8195  8.9843  742.7258  12.3389  14.40  0.954
20121013.4819560  2012-10-13T01:34:02    45  URANUS  daisy        850  51  1.28  0.558  0.103  0.456  27.5532  0.0301  0.00005  0.11793  0.12095  2.5216  0.0028  559.2327  6.1508  594.0099  11.0572  13.43  0.947
20121013.5668981  2012-10-13T03:36:21    56  URANUS  daisy        850  23  2.52  0.356  0.094  0.411  26.7307  0.0357  0.00009  0.10338  0.10949  2.5991  0.0035  617.7400  7.2407  643.5108  13.4882  13.94  0.952
20121014.2965972  2012-10-13T21:07:07    25  URANUS  daisy        850  54  1.22  0.623  0.088  0.387  27.6217  0.0296  0.00005  0.12028  0.12393  2.5144  0.0027  545.5488  5.9612  590.6895  10.8560  13.33  0.947
20121014.5347685  2012-10-14T02:50:05    58  URANUS  daisy        850  33  1.83  0.521  0.082  0.357  27.0356  0.0333  0.00006  0.10763  0.11751  2.5685  0.0032  575.3066  7.1539  622.9988  11.6589  13.60  0.950
20121015.3223958  2012-10-14T21:44:16    24  URANUS  daisy        850  62  1.12  0.622  0.096  0.423  27.4763  0.0301  0.00005  0.11456  0.12157  2.5263  0.0028  555.8647  6.7941  586.9647  10.9346  13.40  0.948
20121015.4460764  2012-10-15T00:42:22    38  URANUS  daisy        850  60  1.15  0.639  0.089  0.389  27.7750  0.0308  0.00005  0.11779  0.12311  2.4990  0.0028  548.8863  6.6093  584.2488  10.4075  13.37  0.948
20121015.5474537  2012-10-15T03:08:21    46  URANUS  daisy        850  28  2.13  0.433  0.090  0.394  26.7772  0.0331  0.00007  0.11154  0.11407  2.5919  0.0032  592.3386  6.0305  611.3880  12.5449  13.78  0.949
20121016.3482755  2012-10-15T22:21:32    49  URANUS  daisy        850  69  1.07  0.674  0.085  0.369  28.0821  0.0348  0.00004  0.12236  0.12637  2.4704  0.0031  534.4685  5.8170  567.5924  10.1862  13.27  0.946
20121016.4757060  2012-10-16T01:25:02    63  URANUS  daisy        850  50  1.29  0.631  0.082  0.355  27.6288  0.0307  0.00005  0.11554  0.12468  2.5107  0.0028  541.6555  6.0211  582.6802  11.0717  13.28  0.948
20121018.4123958  2012-10-17T23:53:52    30  URANUS  daisy        850  66  1.09  0.522  0.134  0.597  27.4211  0.0298  0.00006  0.11886  0.12463  2.5268  0.0027  541.2310  5.4198  572.3101  11.8374  13.28  0.946
20121018.4971412  2012-10-18T01:55:54    40  URANUS  daisy        850  41  1.50  0.404  0.136  0.604  27.5498  0.0316  0.00008  0.11199  0.11994  2.5148  0.0029  562.3919  5.8813  581.6282  12.1129  13.52  0.949
20121019.4341551  2012-10-19T00:25:12    33  URANUS  daisy        850  60  1.15  0.563  0.113  0.499  28.0164  0.0286  0.00005  0.12239  0.12666  2.4714  0.0025  532.2154  6.0419  565.8268  10.5746  13.24  0.947
20121020.2080787  2012-10-19T18:59:39    11  URANUS  daisy        850  31  1.90  0.494  0.085  0.370  26.3007  0.0316  0.00006  0.10127  0.10511  2.6313  0.0032  641.0445  8.9738  682.2724  15.0967  13.86  0.953
20121020.3982986  2012-10-19T23:33:34    34  URANUS  daisy        850  68  1.08  0.651  0.091  0.399  27.7040  0.0308  0.00005  0.12445  0.12640  2.4976  0.0028  532.9823  6.1262  580.6542  10.4379  13.24  0.945
20121021.2027662  2012-10-20T18:52:00    28  URANUS  daisy        850  30  1.95  0.627  0.056  0.239  26.9634  0.0278  0.00006  0.10763  0.11020  2.5648  0.0026  610.9891  9.2306  665.5307  14.4952  13.66  0.951
20121021.4090625  2012-10-20T23:49:04    52  URANUS  daisy        850  65  1.10  0.742  0.063  0.271  27.4322  0.0331  0.00004  0.12110  0.12540  2.5206  0.0030  536.8589  6.4606  591.8287  9.8990  13.16  0.946
20121022.2031366  2012-10-21T18:52:32    11  URANUS  daisy        850  31  1.89  0.565  0.070  0.302  27.1926  0.0295  0.00006  0.11310  0.11565  2.5413  0.0028  581.8062  7.3928  613.6327  13.1639  13.60  0.949
20121022.3616204  2012-10-21T22:40:45    28  URANUS  daisy        850  71  1.05  0.728  0.070  0.302  27.3501  0.0327  0.00004  0.11846  0.12386  2.5264  0.0030  543.1522  6.4425  592.1840  10.7850  13.28  0.947
20121022.4830324  2012-10-22T01:35:35    43  URANUS  daisy        850  42  1.47  0.664  0.065  0.278  27.6447  0.0300  0.00005  0.11682  0.12231  2.4992  0.0027  550.0044  6.7258  606.3676  11.2823  13.37  0.948
20121023.2179977  2012-10-22T19:13:56    39  URANUS  daisy        850  37  1.63  0.115  0.293  1.326  23.5341  0.0660  0.00031  0.08704  0.09032  2.9341  0.0082  744.3578  9.5852  755.0660  19.6441  14.26  0.955
20121023.3428009  2012-10-22T22:13:39    55  URANUS  daisy        850  71  1.06  0.236  0.301  1.367  24.4085  0.0439  0.00015  0.09409  0.09930  2.8287  0.0051  677.0239  7.2178  694.1325  14.9888  14.19  0.952
20121024.2052431  2012-10-23T18:55:34    23  URANUS  daisy        850  34  1.77  0.108  0.278  1.260  23.6625  0.0697  0.00031  0.08131  0.08561  2.9159  0.0086  784.7376  9.5647  776.9113  16.6610  14.89  0.957
20121024.3562153  2012-10-23T22:32:58    44  URANUS  daisy        850  71  1.05  0.339  0.227  1.026  22.2633  0.0395  0.00010  0.08414  0.09051  3.0988  0.0055  742.1658  10.2395  793.7331  16.2243  14.14  0.953
20121024.4584838  2012-10-24T01:00:14    56  URANUS  daisy        850  48  1.33  0.232  0.244  1.101  21.6607  0.0364  0.00015  0.08867  0.09078  3.1847  0.0054  739.8761  9.9265  757.7602  18.2762  13.72  0.950
20121025.2431597  2012-10-24T19:50:10    14  URANUS  daisy        850  47  1.35  0.110  0.359  1.631  25.6146  0.0639  0.00030  0.10118  0.10566  2.6914  0.0067  635.2755  7.0199  641.8745  18.0580  13.84  0.951
20121025.3023380  2012-10-24T21:15:23    22  URANUS  daisy        850  64  1.10  0.156  0.371  1.685  28.0604  0.0565  0.00025  0.11455  0.11715  2.4567  0.0049  572.9568  5.6196  570.2032  13.6459  13.83  0.950
20121025.3528935  2012-10-24T22:28:11    28  URANUS  daisy        850  71  1.05  0.152  0.393  1.786  26.9454  0.0494  0.00022  0.11721  0.11740  2.5582  0.0047  571.7179  4.7719  566.2923  14.8254  13.58  0.946
20121213.2539815  2012-12-12T20:05:45    37  URANUS  daisy        850  66  1.09  0.538  0.128  0.569  25.8442  0.0295  0.00006  0.11649  0.11792  2.4952  0.0029  533.4265  5.4024  562.5447  12.2042  13.26  0.945
20121213.3116204  2012-12-12T21:28:45    50  URANUS  daisy        850  51  1.29  0.509  0.118  0.525  26.1886  0.0273  0.00006  0.10887  0.11630  2.4622  0.0026  540.7852  5.2701  557.0673  11.8016  13.43  0.948
20121214.2085069  2012-12-13T19:00:16    10  URANUS  daisy        850  71  1.06  0.477  0.157  0.702  25.8339  0.0300  0.00007  0.10892  0.11198  2.4922  0.0029  560.7913  6.2395  586.7279  13.6714  13.49  0.948
20121214.3409375  2012-12-13T22:10:58    25  URANUS  daisy        850  40  1.53  0.397  0.136  0.605  25.6607  0.0293  0.00008  0.10915  0.11202  2.5084  0.0029  560.4944  5.6711  574.8919  13.8223  13.52  0.948
20121215.2634838  2012-12-14T20:19:26    25  URANUS  daisy        850  63  1.12  0.810  0.045  0.188  27.2703  0.0302  0.00004  0.12108  0.12545  2.3567  0.0026  499.7340  5.5720  547.2122  9.9544  13.09  0.946
20121215.3403935  2012-12-14T22:10:11    36  URANUS  daisy        850  40  1.55  0.790  0.037  0.152  27.5908  0.0301  0.00004  0.12162  0.12614  2.3290  0.0025  496.9371  4.9422  530.0516  10.3593  13.20  0.946
20121216.3789120  2012-12-15T23:05:39     9  URANUS  daisy        850  26  2.24  0.685  0.041  0.169  26.7227  0.0310  0.00004  0.11080  0.11667  2.4004  0.0028  536.3316  6.6326  572.6050  11.1506  13.50  0.949
20121217.2067824  2012-12-16T18:57:47    12  URANUS  daisy        850  71  1.06  0.780  0.056  0.236  25.9023  0.0306  0.00004  0.11193  0.11690  2.4729  0.0029  534.5325  6.7287  593.5673  11.1719  13.34  0.947
20121217.3407523  2012-12-16T22:10:42    32  URANUS  daisy        850  38  1.61  0.634  0.066  0.283  24.4649  0.0350  0.00005  0.10089  0.10641  2.6176  0.0037  587.0869  7.4538  653.0863  11.3817  13.63  0.949
20121219.2105556  2012-12-18T19:03:13    49  URANUS  daisy        850  70  1.06  0.758  0.061  0.262  27.0245  0.0299  0.00004  0.11108  0.11673  2.3621  0.0026  533.5326  7.2291  579.9785  12.5695  13.65  0.950
20121219.3199190  2012-12-18T21:40:42    68  URANUS  daisy        850  43  1.46  0.719  0.053  0.226  26.4261  0.0300  0.00004  0.10995  0.11512  2.4151  0.0027  540.8939  6.7827  585.2277  10.6390  13.42  0.949
20121221.1720139  2012-12-20T18:07:43    27  URANUS  daisy        850  69  1.06  0.731  0.069  0.296  15.5382  0.0317  0.00006  0.04867  0.05315  4.0943  0.0083  1167.9661  20.5375  1254.1978  17.8935  15.72  0.961
